Basin,Subbasin,Date,Year,Month,Avg_rainfall,Agency_name
Ganga Basin,Bhagirathi and others (Ganga Lower),2022-01-13,2022,01,5.342620385,NRSC VIC MODEL
Ganga Basin,Bhagirathi and others (Ganga Lower),2022-01-14,2022,01,4.599328036,NRSC VIC MODEL
Ganga Basin,Bhagirathi and others (Ganga Lower),2022-01-15,2022,01,0.019662288,NRSC VIC MODEL
Ganga Basin,Bhagirathi and others (Ganga Lower),2022-01-16,2022,01,0.088028337,NRSC VIC MODEL
Ganga Basin,Bhagirathi and others (Ganga Lower),2022-01-17,2022,01,0.002585876,NRSC VIC MODEL
Ganga Basin,Bhagirathi and others (Ganga Lower),2022-01-21,2022,01,0.042490394,NRSC VIC MODEL
Ganga Basin,Bhagirathi and others (Ganga Lower),2022-01-22,2022,01,0.926982891,NRSC VIC MODEL
Ganga Basin,Bhagirathi and others (Ganga Lower),2022-01-27,2022,01,0.100891402,NRSC VIC MODEL
Ganga Basin,Bhagirathi and others (Ganga Lower),2022-01-28,2022,01,0.00795235,NRSC VIC MODEL
Ganga Basin,Bhagirathi and others (Ganga Lower),2022-01-29,2022,01,0,NRSC VIC MODEL
Ganga Basin,Bhagirathi and others (Ganga Lower),2022-01-30,2022,01,0.001192831,NRSC VIC MODEL
Ganga Basin,Bhagirathi and others (Ganga Lower),2022-01-25,2022,01,0.021889554,NRSC VIC MODEL
Ganga Basin,Bhagirathi and others (Ganga Lower),2022-01-26,2022,01,0.188551837,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-01,2022,01,0.145537927,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-03,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-04,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-08,2022,01,13.11136285,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-05,2022,01,0.023818405,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-06,2022,01,6.391715612,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-07,2022,01,10.95088652,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-09,2022,01,3.44747359,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-10,2022,01,0.883764408,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-11,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-20,2022,01,3.90706E-05,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-23,2022,01,0.062337117,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-24,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-12,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-13,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-14,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-15,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-16,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-17,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-18,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-19,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-21,2022,01,0.038904534,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-22,2022,01,0.592065867,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-27,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-28,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-29,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-30,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-25,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Lower,2022-01-26,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-01,2022,01,0.299444536,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-03,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-04,2022,01,0.069217593,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-08,2022,01,4.532478786,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-11,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-05,2022,01,0.245507328,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-06,2022,01,2.971772375,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-07,2022,01,2.690609045,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-09,2022,01,0.242330113,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-10,2022,01,1.27514E-05,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-19,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-20,2022,01,0.008798441,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-23,2022,01,0.076842909,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-24,2022,01,0.004875272,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-12,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-13,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-14,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-15,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-16,2022,01,1.16888E-05,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-17,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-18,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-21,2022,01,1.16888E-05,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-22,2022,01,0.920542235,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-27,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-28,2022,01,0.093049893,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-29,2022,01,0,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-30,2022,01,0.137394887,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-25,2022,01,0.002332437,NRSC VIC MODEL
Ganga Basin,Chambal Upper,2022-01-26,2022,01,0,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-01,2022,01,0.015840218,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-04,2022,01,0.007960359,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-08,2022,01,0.055101235,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-11,2022,01,0.3625261,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-03,2022,01,0.006204951,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-05,2022,01,0.004481353,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-06,2022,01,0.027550942,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-07,2022,01,0,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-09,2022,01,0.011721761,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-10,2022,01,0.430448823,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-18,2022,01,0.00030447,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-19,2022,01,1.23346E-05,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-20,2022,01,3.8951E-06,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-23,2022,01,2.617592051,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-24,2022,01,3.372040837,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-12,2022,01,18.00259808,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-13,2022,01,4.636546576,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-14,2022,01,8.300533658,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-15,2022,01,0.291615808,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-16,2022,01,0.149883514,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-17,2022,01,2.33708E-05,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-21,2022,01,0.003100528,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-22,2022,01,1.171085459,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-27,2022,01,0.005649245,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-28,2022,01,0.089236255,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-29,2022,01,0,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-30,2022,01,0.025115833,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-25,2022,01,0.150602816,NRSC VIC MODEL
Ganga Basin,Damodar,2022-01-26,2022,01,0.058229678,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-01,2022,01,0.049978703,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-03,2022,01,0.001168234,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-04,2022,01,0.001306402,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-08,2022,01,2.063951301,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-05,2022,01,0.176798828,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-06,2022,01,1.66595407,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-07,2022,01,1.883501026,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-09,2022,01,0.958349017,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-10,2022,01,2.557699913,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-11,2022,01,0.069372727,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-19,2022,01,0,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-20,2022,01,0,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-23,2022,01,5.043925993,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-24,2022,01,1.038003349,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-12,2022,01,6.001558919,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-13,2022,01,7.530609457,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-14,2022,01,2.519183914,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-15,2022,01,0.011496531,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-16,2022,01,0,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-17,2022,01,0.086820487,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-18,2022,01,0.000330174,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-21,2022,01,0.021563738,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-22,2022,01,0.996234208,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-27,2022,01,3.04922E-05,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-28,2022,01,0.018328701,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-29,2022,01,7.6231E-06,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-30,2022,01,0.000455478,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-25,2022,01,0.741319953,NRSC VIC MODEL
Ganga Basin,Gandak and others,2022-01-26,2022,01,0.017654536,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-01,2022,01,0.001485568,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-03,2022,01,0.001111925,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-04,2022,01,0.001237073,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-05,2022,01,0.840310868,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-08,2022,01,8.309311738,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-06,2022,01,12.65708014,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-07,2022,01,10.45552792,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-09,2022,01,18.42598619,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-10,2022,01,6.26255701,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-11,2022,01,2.45928785,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-12,2022,01,0.54040673,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-20,2022,01,0.259397661,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-23,2022,01,1.673729602,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-24,2022,01,8.213224775,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-13,2022,01,3.060058593,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-14,2022,01,0.077879757,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-15,2022,01,0,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-16,2022,01,0.051858914,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-17,2022,01,0.072254857,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-18,2022,01,0.005681621,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-19,2022,01,0.004668284,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-21,2022,01,0.436719063,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-22,2022,01,2.778970295,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-28,2022,01,0.041234855,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-29,2022,01,0.00209375,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-30,2022,01,0.010873905,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-25,2022,01,1.526123154,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-26,2022,01,0.292979592,NRSC VIC MODEL
Ganga Basin,Ghaghara,2022-01-27,2022,01,0.466803607,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-01,2022,01,0.045684347,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-03,2022,01,1.63158E-05,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-04,2022,01,2.03948E-05,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-08,2022,01,11.81269127,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-05,2022,01,0.073801635,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-06,2022,01,3.960778815,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-07,2022,01,6.73252971,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-09,2022,01,12.64911047,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-10,2022,01,19.71841948,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-11,2022,01,0.3393419,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-19,2022,01,0,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-20,2022,01,0.002801226,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-23,2022,01,4.223461769,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-24,2022,01,0.654644452,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-12,2022,01,1.987021286,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-13,2022,01,0.962600798,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-14,2022,01,0.186612399,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-15,2022,01,0,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-16,2022,01,0,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-17,2022,01,0.020097034,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-18,2022,01,0,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-21,2022,01,0.068230796,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-22,2022,01,2.648029934,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-27,2022,01,0,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-28,2022,01,4.38488E-05,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-29,2022,01,0,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-30,2022,01,0,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-25,2022,01,0.154565033,NRSC VIC MODEL
Ganga Basin,Ghaghara Confluence to Gomti confluence,2022-01-26,2022,01,0,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-12,2022,01,0.013316079,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-01,2022,01,0.021511957,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-03,2022,01,0,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-04,2022,01,0,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-08,2022,01,14.48894327,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-05,2022,01,0.167666151,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-06,2022,01,11.99056144,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-07,2022,01,13.84632866,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-09,2022,01,25.3795441,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-10,2022,01,14.14601067,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-11,2022,01,0.01539705,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-20,2022,01,0.128291269,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-23,2022,01,3.243310689,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-24,2022,01,2.278473626,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-13,2022,01,4.44462E-05,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-14,2022,01,0,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-15,2022,01,0,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-16,2022,01,0.000194674,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-17,2022,01,0,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-18,2022,01,0,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-19,2022,01,4.26683E-05,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-21,2022,01,0.057162249,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-22,2022,01,1.817440379,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-28,2022,01,0,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-29,2022,01,0,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-30,2022,01,0,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-25,2022,01,0.373163123,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-26,2022,01,0.000175118,NRSC VIC MODEL
Ganga Basin,Gomti,2022-01-27,2022,01,3.5557E-06,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-01,2022,01,0.071378556,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-03,2022,01,0,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-04,2022,01,0.000305113,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-08,2022,01,7.561119279,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-11,2022,01,0,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-05,2022,01,0.040423536,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-06,2022,01,5.829785083,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-07,2022,01,5.473318793,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-09,2022,01,1.162714359,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-10,2022,01,0.010652776,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-19,2022,01,0,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-20,2022,01,0.000204336,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-23,2022,01,0.033490573,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-24,2022,01,0.000736613,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-12,2022,01,0,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-13,2022,01,0,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-14,2022,01,0,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-15,2022,01,0,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-16,2022,01,1.11355E-05,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-17,2022,01,0,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-18,2022,01,0,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-21,2022,01,1.11355E-05,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-22,2022,01,0.551496779,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-27,2022,01,0,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-28,2022,01,7.79485E-05,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-29,2022,01,0,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-30,2022,01,0.000178168,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-25,2022,01,1.11355E-05,NRSC VIC MODEL
Ganga Basin,Kali Sindh and others up to Confluence with Parbati,2022-01-26,2022,01,0,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-01,2022,01,0,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-03,2022,01,0,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-04,2022,01,0,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-08,2022,01,0.450378903,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-05,2022,01,0.166237487,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-06,2022,01,0.59816326,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-07,2022,01,0.506084444,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-09,2022,01,0.032758253,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-10,2022,01,1.635354887,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-11,2022,01,0.001501915,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-12,2022,01,2.51995516,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-15,2022,01,0,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-20,2022,01,0,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-27,2022,01,3.62082E-05,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-23,2022,01,1.059758005,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-24,2022,01,0.061968105,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-13,2022,01,8.220027261,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-14,2022,01,2.940247974,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-16,2022,01,0,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-17,2022,01,0.151127095,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-18,2022,01,0.00791076,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-19,2022,01,0,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-21,2022,01,0.067709272,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-22,2022,01,0.141327717,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-28,2022,01,0,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-29,2022,01,0,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-30,2022,01,4.63465E-05,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-25,2022,01,0.116906032,NRSC VIC MODEL
Ganga Basin,Kosi,2022-01-26,2022,01,0.002027657,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-01,2022,01,0.00178332,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-03,2022,01,0,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-04,2022,01,0,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-05,2022,01,0.728490602,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-08,2022,01,2.814521071,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-06,2022,01,28.82602381,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-07,2022,01,0.281089499,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-09,2022,01,43.81563541,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-10,2022,01,15.95502904,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-11,2022,01,1.093943891,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-12,2022,01,0.554717075,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-20,2022,01,0.851325707,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-23,2022,01,4.103439619,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-24,2022,01,11.67179677,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-13,2022,01,0.040913615,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-14,2022,01,0.008492002,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-15,2022,01,0,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-16,2022,01,0.032976141,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-17,2022,01,0,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-18,2022,01,0.013225443,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-19,2022,01,0.00093412,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-21,2022,01,0.402426614,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-22,2022,01,5.793345388,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-28,2022,01,0.000326093,NRSC VIC MODEL
Ganga Basin,Ramganga,2022-01-29,2022,01,0,NRSC VIC MODEL
